Volatility 3 Framework 2.28.1

PID	Process	Value	Privilege	Attributes	Description
1232	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1232	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1232	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1232	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1232	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1232	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1232	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1232	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1232	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1232	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1232	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1232	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1232	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1232	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1232	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1232	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1232	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1232	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1232	svchost.exe	20	SeDebugPrivilege		Debug programs
1232	svchost.exe	21	SeAuditPrivilege		Generate security audits
1232	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1232	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1232	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1232	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1232	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1232	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1232	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1232	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1232	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1232	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1232	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1232	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1232	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1232	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1232	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1296	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1296	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1296	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
1296	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1296	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1296	svchost.exe	7	SeTcbPrivilege	Default	Act as part of the operating system
1296	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1296	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1296	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1296	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
1296	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1296	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
1296	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
1296	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
1296	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
1296	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1296	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1296	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1296	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
1296	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
1296	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1296	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1296	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1296	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1296	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1296	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1296	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1296	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1296	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1296	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1296	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1296	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
1296	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
1296	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
1296	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
1352	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1352	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1352	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1352	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1352	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1352	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1352	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1352	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1352	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1352	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1352	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1352	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1352	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1352	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1352	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1352	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1352	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1352	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1352	svchost.exe	20	SeDebugPrivilege		Debug programs
1352	svchost.exe	21	SeAuditPrivilege		Generate security audits
1352	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1352	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1352	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1352	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1352	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1352	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1352	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1352	svchost.exe	29	SeImpersonatePrivilege	Default	Impersonate a client after authentication
1352	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1352	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1352	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1352	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1352	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1352	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1352	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1368	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1368	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1368	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1368	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1368	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1368	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1368	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1368	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1368	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1368	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1368	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1368	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1368	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1368	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1368	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1368	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1368	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1368	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1368	svchost.exe	20	SeDebugPrivilege		Debug programs
1368	svchost.exe	21	SeAuditPrivilege		Generate security audits
1368	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1368	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1368	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1368	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1368	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1368	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1368	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1368	svchost.exe	29	SeImpersonatePrivilege	Default	Impersonate a client after authentication
1368	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1368	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1368	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1368	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1368	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1368	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1368	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1452	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1452	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1452	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1452	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1452	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1452	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1452	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1452	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1452	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1452	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1452	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1452	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1452	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1452	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1452	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1452	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1452	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1452	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1452	svchost.exe	20	SeDebugPrivilege		Debug programs
1452	svchost.exe	21	SeAuditPrivilege		Generate security audits
1452	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1452	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1452	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1452	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1452	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1452	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1452	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1452	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1452	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1452	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1452	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1452	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1452	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1452	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1452	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1492	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1492	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
1492	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1492	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
1492	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1492	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1492	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1492	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1492	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1492	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1492	svchost.exe	12	SeSystemtimePrivilege	Present	Change the system time
1492	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1492	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1492	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1492	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1492	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1492	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1492	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
1492	svchost.exe	20	SeDebugPrivilege		Debug programs
1492	svchost.exe	21	SeAuditPrivilege	Present	Generate security audits
1492	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1492	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1492	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1492	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
1492	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1492	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1492	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1492	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1492	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1492	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1492	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1492	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
1492	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
1492	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1492	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1548	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1548	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1548	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1548	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1548	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1548	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1548	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1548	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1548	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1548	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1548	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1548	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1548	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1548	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1548	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1548	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1548	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1548	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1548	svchost.exe	20	SeDebugPrivilege		Debug programs
1548	svchost.exe	21	SeAuditPrivilege		Generate security audits
1548	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1548	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1548	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1548	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1548	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1548	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1548	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1548	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1548	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1548	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1548	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1548	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1548	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1548	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1548	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1632	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1632	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1632	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1632	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1632	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1632	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1632	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1632	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1632	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1632	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1632	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1632	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1632	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1632	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1632	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1632	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1632	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1632	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1632	svchost.exe	20	SeDebugPrivilege		Debug programs
1632	svchost.exe	21	SeAuditPrivilege		Generate security audits
1632	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1632	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1632	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1632	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1632	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1632	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1632	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1632	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1632	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1632	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1632	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1632	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1632	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1632	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1632	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1764	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1764	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
1764	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
1764	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1764	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1764	svchost.exe	7	SeTcbPrivilege	Default	Act as part of the operating system
1764	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1764	svchost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
1764	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1764	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
1764	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1764	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
1764	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
1764	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
1764	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
1764	svchost.exe	17	SeBackupPrivilege	Present	Backup files and directories
1764	svchost.exe	18	SeRestorePrivilege	Present	Restore files and directories
1764	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1764	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
1764	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
1764	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1764	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1764	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1764	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1764	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1764	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1764	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1764	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1764	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1764	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1764	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1764	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
1764	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
1764	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
1764	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
1772	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1772	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1772	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1772	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1772	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1772	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1772	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1772	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1772	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1772	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1772	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1772	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1772	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1772	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1772	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1772	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1772	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1772	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1772	svchost.exe	20	SeDebugPrivilege		Debug programs
1772	svchost.exe	21	SeAuditPrivilege		Generate security audits
1772	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1772	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1772	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1772	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1772	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1772	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1772	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1772	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1772	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1772	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1772	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1772	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1772	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1772	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1772	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1792	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1792	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1792	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1792	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1792	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1792	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1792	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1792	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1792	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1792	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1792	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1792	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1792	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1792	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1792	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1792	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1792	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1792	svchost.exe	19	SeShutdownPrivilege		Shut down the system
