Volatility 3 Framework 2.28.1

PID	Process	Value	Privilege	Attributes	Description
2656	vmtoolsd.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
2656	vmtoolsd.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
2656	vmtoolsd.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2656	vmtoolsd.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2656	vmtoolsd.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
2656	vmtoolsd.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
2656	vmtoolsd.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
2656	vmtoolsd.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
2684	ManagementAgen	2	SeCreateTokenPrivilege		Create a token object
2684	ManagementAgen	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
2684	ManagementAgen	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
2684	ManagementAgen	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
2684	ManagementAgen	6	SeMachineAccountPrivilege		Add workstations to the domain
2684	ManagementAgen	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
2684	ManagementAgen	8	SeSecurityPrivilege	Present	Manage auditing and security log
2684	ManagementAgen	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
2684	ManagementAgen	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
2684	ManagementAgen	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
2684	ManagementAgen	12	SeSystemtimePrivilege	Present	Change the system time
2684	ManagementAgen	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
2684	ManagementAgen	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
2684	ManagementAgen	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
2684	ManagementAgen	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
2684	ManagementAgen	17	SeBackupPrivilege	Present	Backup files and directories
2684	ManagementAgen	18	SeRestorePrivilege	Present	Restore files and directories
2684	ManagementAgen	19	SeShutdownPrivilege	Present	Shut down the system
2684	ManagementAgen	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
2684	ManagementAgen	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
2684	ManagementAgen	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
2684	ManagementAgen	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2684	ManagementAgen	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2684	ManagementAgen	25	SeUndockPrivilege	Present	Remove computer from docking station
2684	ManagementAgen	26	SeSyncAgentPrivilege		Synch directory service data
2684	ManagementAgen	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2684	ManagementAgen	28	SeManageVolumePrivilege	Present	Manage the files on a volume
2684	ManagementAgen	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
2684	ManagementAgen	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
2684	ManagementAgen	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2684	ManagementAgen	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2684	ManagementAgen	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
2684	ManagementAgen	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
2684	ManagementAgen	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
2684	ManagementAgen	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
2952	mfevtps.exe	2	SeCreateTokenPrivilege		Create a token object
2952	mfevtps.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
2952	mfevtps.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
2952	mfevtps.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
2952	mfevtps.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
2952	mfevtps.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
2952	mfevtps.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
2952	mfevtps.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
2952	mfevtps.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
2952	mfevtps.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
2952	mfevtps.exe	12	SeSystemtimePrivilege	Present	Change the system time
2952	mfevtps.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
2952	mfevtps.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
2952	mfevtps.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
2952	mfevtps.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
2952	mfevtps.exe	17	SeBackupPrivilege	Present	Backup files and directories
2952	mfevtps.exe	18	SeRestorePrivilege	Present	Restore files and directories
2952	mfevtps.exe	19	SeShutdownPrivilege	Present	Shut down the system
2952	mfevtps.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
2952	mfevtps.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
2952	mfevtps.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
2952	mfevtps.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2952	mfevtps.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2952	mfevtps.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
2952	mfevtps.exe	26	SeSyncAgentPrivilege		Synch directory service data
2952	mfevtps.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2952	mfevtps.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
2952	mfevtps.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
2952	mfevtps.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
2952	mfevtps.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2952	mfevtps.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2952	mfevtps.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
2952	mfevtps.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
2952	mfevtps.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
2952	mfevtps.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
2068	mfeann.exe	2	SeCreateTokenPrivilege		Create a token object
2068	mfeann.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
2068	mfeann.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
2068	mfeann.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
2068	mfeann.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
2068	mfeann.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
2068	mfeann.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
2068	mfeann.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
2068	mfeann.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
2068	mfeann.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
2068	mfeann.exe	12	SeSystemtimePrivilege	Present	Change the system time
2068	mfeann.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
2068	mfeann.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
2068	mfeann.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
2068	mfeann.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
2068	mfeann.exe	17	SeBackupPrivilege	Present	Backup files and directories
2068	mfeann.exe	18	SeRestorePrivilege	Present	Restore files and directories
2068	mfeann.exe	19	SeShutdownPrivilege	Present	Shut down the system
2068	mfeann.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
2068	mfeann.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
2068	mfeann.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
2068	mfeann.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2068	mfeann.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2068	mfeann.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
2068	mfeann.exe	26	SeSyncAgentPrivilege		Synch directory service data
2068	mfeann.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2068	mfeann.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
2068	mfeann.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
2068	mfeann.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
2068	mfeann.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2068	mfeann.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2068	mfeann.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
2068	mfeann.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
2068	mfeann.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
2068	mfeann.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
2636	conhost.exe	2	SeCreateTokenPrivilege		Create a token object
2636	conhost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
2636	conhost.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
2636	conhost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
2636	conhost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
2636	conhost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
2636	conhost.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
2636	conhost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
2636	conhost.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
2636	conhost.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
2636	conhost.exe	12	SeSystemtimePrivilege	Present	Change the system time
2636	conhost.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
2636	conhost.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
2636	conhost.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
2636	conhost.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
2636	conhost.exe	17	SeBackupPrivilege	Present	Backup files and directories
2636	conhost.exe	18	SeRestorePrivilege	Present	Restore files and directories
2636	conhost.exe	19	SeShutdownPrivilege	Present	Shut down the system
2636	conhost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
2636	conhost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
2636	conhost.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
2636	conhost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2636	conhost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2636	conhost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
2636	conhost.exe	26	SeSyncAgentPrivilege		Synch directory service data
2636	conhost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2636	conhost.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
2636	conhost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
2636	conhost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
2636	conhost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2636	conhost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2636	conhost.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
2636	conhost.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
2636	conhost.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
2636	conhost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
3184	unsecapp.exe	2	SeCreateTokenPrivilege		Create a token object
3184	unsecapp.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
3184	unsecapp.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
3184	unsecapp.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
3184	unsecapp.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3184	unsecapp.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
3184	unsecapp.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
3184	unsecapp.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
3184	unsecapp.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
3184	unsecapp.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
3184	unsecapp.exe	12	SeSystemtimePrivilege	Present	Change the system time
3184	unsecapp.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
3184	unsecapp.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
3184	unsecapp.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
3184	unsecapp.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
3184	unsecapp.exe	17	SeBackupPrivilege	Present	Backup files and directories
3184	unsecapp.exe	18	SeRestorePrivilege	Present	Restore files and directories
3184	unsecapp.exe	19	SeShutdownPrivilege	Present	Shut down the system
3184	unsecapp.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
3184	unsecapp.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
3184	unsecapp.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
3184	unsecapp.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3184	unsecapp.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3184	unsecapp.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
3184	unsecapp.exe	26	SeSyncAgentPrivilege		Synch directory service data
3184	unsecapp.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3184	unsecapp.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
3184	unsecapp.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
3184	unsecapp.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
3184	unsecapp.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3184	unsecapp.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3184	unsecapp.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
3184	unsecapp.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
3184	unsecapp.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
3184	unsecapp.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
3456	WmiPrvSE.exe	2	SeCreateTokenPrivilege		Create a token object
3456	WmiPrvSE.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
3456	WmiPrvSE.exe	4	SeLockMemoryPrivilege		Lock pages in memory
3456	WmiPrvSE.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
3456	WmiPrvSE.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3456	WmiPrvSE.exe	7	SeTcbPrivilege		Act as part of the operating system
3456	WmiPrvSE.exe	8	SeSecurityPrivilege		Manage auditing and security log
3456	WmiPrvSE.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
3456	WmiPrvSE.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
3456	WmiPrvSE.exe	11	SeSystemProfilePrivilege		Profile system performance
3456	WmiPrvSE.exe	12	SeSystemtimePrivilege		Change the system time
3456	WmiPrvSE.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
3456	WmiPrvSE.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
3456	WmiPrvSE.exe	15	SeCreatePagefilePrivilege		Create a pagefile
3456	WmiPrvSE.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
3456	WmiPrvSE.exe	17	SeBackupPrivilege		Backup files and directories
3456	WmiPrvSE.exe	18	SeRestorePrivilege		Restore files and directories
3456	WmiPrvSE.exe	19	SeShutdownPrivilege	Present	Shut down the system
3456	WmiPrvSE.exe	20	SeDebugPrivilege		Debug programs
3456	WmiPrvSE.exe	21	SeAuditPrivilege	Present	Generate security audits
3456	WmiPrvSE.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
3456	WmiPrvSE.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3456	WmiPrvSE.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3456	WmiPrvSE.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
3456	WmiPrvSE.exe	26	SeSyncAgentPrivilege		Synch directory service data
3456	WmiPrvSE.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3456	WmiPrvSE.exe	28	SeManageVolumePrivilege		Manage the files on a volume
3456	WmiPrvSE.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
3456	WmiPrvSE.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
3456	WmiPrvSE.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3456	WmiPrvSE.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3456	WmiPrvSE.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
3456	WmiPrvSE.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
3456	WmiPrvSE.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
3456	WmiPrvSE.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
3764	mfevtps.exe	2	SeCreateTokenPrivilege		Create a token object
3764	mfevtps.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
3764	mfevtps.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
3764	mfevtps.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
3764	mfevtps.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3764	mfevtps.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
3764	mfevtps.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
3764	mfevtps.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
3764	mfevtps.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
3764	mfevtps.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
3764	mfevtps.exe	12	SeSystemtimePrivilege	Present	Change the system time
3764	mfevtps.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
3764	mfevtps.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
3764	mfevtps.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
3764	mfevtps.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
3764	mfevtps.exe	17	SeBackupPrivilege	Present	Backup files and directories
3764	mfevtps.exe	18	SeRestorePrivilege	Present	Restore files and directories
3764	mfevtps.exe	19	SeShutdownPrivilege	Present	Shut down the system
3764	mfevtps.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
3764	mfevtps.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
3764	mfevtps.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
3764	mfevtps.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3764	mfevtps.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3764	mfevtps.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
3764	mfevtps.exe	26	SeSyncAgentPrivilege		Synch directory service data
3764	mfevtps.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3764	mfevtps.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
3764	mfevtps.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
3764	mfevtps.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
3764	mfevtps.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3764	mfevtps.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3764	mfevtps.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
3764	mfevtps.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
3764	mfevtps.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
3764	mfevtps.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
3224	mfefire.exe	2	SeCreateTokenPrivilege		Create a token object
3224	mfefire.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
3224	mfefire.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
3224	mfefire.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
3224	mfefire.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3224	mfefire.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
3224	mfefire.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
3224	mfefire.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
3224	mfefire.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
3224	mfefire.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
3224	mfefire.exe	12	SeSystemtimePrivilege	Present	Change the system time
3224	mfefire.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
3224	mfefire.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
3224	mfefire.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
3224	mfefire.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
3224	mfefire.exe	17	SeBackupPrivilege	Present	Backup files and directories
3224	mfefire.exe	18	SeRestorePrivilege	Present	Restore files and directories
3224	mfefire.exe	19	SeShutdownPrivilege	Present	Shut down the system
3224	mfefire.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
3224	mfefire.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
3224	mfefire.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
3224	mfefire.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3224	mfefire.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3224	mfefire.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
3224	mfefire.exe	26	SeSyncAgentPrivilege		Synch directory service data
3224	mfefire.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3224	mfefire.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
3224	mfefire.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
3224	mfefire.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
3224	mfefire.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3224	mfefire.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3224	mfefire.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
3224	mfefire.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
3224	mfefire.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
3224	mfefire.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
2964	mfehcs.exe	2	SeCreateTokenPrivilege		Create a token object
2964	mfehcs.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
2964	mfehcs.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
2964	mfehcs.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
2964	mfehcs.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
2964	mfehcs.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
2964	mfehcs.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
2964	mfehcs.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
2964	mfehcs.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
2964	mfehcs.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
2964	mfehcs.exe	12	SeSystemtimePrivilege	Present	Change the system time
2964	mfehcs.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
2964	mfehcs.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
2964	mfehcs.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
2964	mfehcs.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
2964	mfehcs.exe	17	SeBackupPrivilege	Present	Backup files and directories
2964	mfehcs.exe	18	SeRestorePrivilege	Present	Restore files and directories
2964	mfehcs.exe	19	SeShutdownPrivilege	Present	Shut down the system
2964	mfehcs.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
2964	mfehcs.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
2964	mfehcs.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
2964	mfehcs.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2964	mfehcs.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2964	mfehcs.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
2964	mfehcs.exe	26	SeSyncAgentPrivilege		Synch directory service data
2964	mfehcs.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2964	mfehcs.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
