Volatility 3 Framework 2.28.1

Offset	Order	PID	Start	State	Type	Name	Display	Binary	Binary (Registry)	Dll
0x17f0be58150	335	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	PeerDistSvc	BranchCache	N/A	%SystemRoot%\System32\svchost.exe -k PeerDist	-
0x17f0be54350	334	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	PEAUTH	PEAUTH	\Driver\PEAUTH	system32\drivers\peauth.sys	-
0x17f0be58060	333	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	pdc	pdc	\Driver\pdc	system32\drivers\pdc.sys	-
0x17f0be58330	332	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	pcw	Performance Counters for Windows Driver	\Driver\pcw	System32\drivers\pcw.sys	-
0x17f0be58600	331	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	pcmcia	pcmcia	N/A	System32\drivers\pcmcia.sys	-
0x17f0be58240	330	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	pciide	pciide	N/A	System32\drivers\pciide.sys	-
0x17f0be58510	329	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	pci	PCI Bus Driver	\Driver\pci	System32\drivers\pci.sys	-
0x17f0be1f730	36	2044	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	Audiosrv	Windows Audio	C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\Audiosrv.dll
0x17f0be541c0	328	1056	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	PcaSvc	Program Compatibility Assistant Service	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\pcasvc.dll
0x17f0be541d0	327	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	partmgr	Partition driver	\Driver\partmgr	System32\drivers\partmgr.sys	-
0x17f0be59b90	326	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Parport	Parallel port driver	N/A	\SystemRoot\System32\drivers\parport.sys	-
0x17f0be588d0	325	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	p2psvc	Peer Networking Grouping	N/A	%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet	%SystemRoot%\system32\p2psvc.dll
0x17f0be54ad0	324	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	p2pimsvc	Peer Networking Identity Manager	N/A	%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet	%SystemRoot%\system32\pnrpsvc.dll
0x17f0be556d0	323	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	ose	Office  Source Engine	N/A	"C:\Program Files (x86)\Common Files\Microsoft Shared\Source Engine\OSE.EXE"	-
0x17f0be55e50	322	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	OneSyncSvc	Sync Host	N/A	%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup	%SystemRoot%\System32\APHostService.dll
0x17f0be54050	321	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	odserv	Microsoft Office Diagnostics Service	N/A	"C:\Program Files (x86)\Common Files\Microsoft Shared\OFFICE12\ODSERV.EXE"	-
0x17f0be54950	320	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	nvstor	nvstor	N/A	System32\drivers\nvstor.sys	-
0x17f0be586f0	319	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	nvraid	nvraid	N/A	System32\drivers\nvraid.sys	-
0x17f0be59d70	318	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	nvdimmn	Microsoft NVDIMM-N device driver	N/A	\SystemRoot\System32\drivers\nvdimmn.sys	-
0x17f0be589c0	317	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	Null	Null	\Driver\Null	-	-
0x17f0be59410	316	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	NTFS	NTFS	\FileSystem\NTFS	-	-
0x17f0be596e0	315	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	nsiproxy	NSI Proxy Service Driver	\Driver\nsiproxy	system32\drivers\nsiproxy.sys	-
0x17f0be6b3c0	429	5268	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	SSDPSRV	SSDP Discovery	C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p	%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p	%SystemRoot%\System32\ssdpsrv.dll
0x17f0be6b3d0	428	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	srvnet	srvnet	\FileSystem\srvnet	System32\DRIVERS\srvnet.sys	-
0x17f0be61ab0	427	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	srv2	Server SMB 2.xxx Driver	\FileSystem\srv2	System32\DRIVERS\srv2.sys	-
0x17f0be617e0	426	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	srv	Server SMB 1.xxx Driver	\FileSystem\srv	System32\DRIVERS\srv.sys	-
0x17f0be62b90	425	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	sppsvc	Software Protection	N/A	%SystemRoot%\system32\sppsvc.exe	-
0x17f0be707d0	552	1048	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	w32time	Windows Time	C:\WINDOWS\system32\svchost.exe -k LocalService	%SystemRoot%\system32\svchost.exe -k LocalService	C:\WINDOWS\SYSTEM32\w32time.DLL
0x17f0be707e0	551	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vwififlt	Virtual WiFi Filter Driver	\Driver\vwififlt	System32\drivers\vwififlt.sys	-
0x17f0be76400	550	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vwifibus	Virtual Wireless Bus Driver	N/A	\SystemRoot\System32\drivers\vwifibus.sys	-
0x17f0be76310	549	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	VSTXRAID	VIA StorX Storage RAID Controller Windows Driver	N/A	System32\drivers\vstxraid.sys	-
0x17f0be77b70	548	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	VSS	Volume Shadow Copy	N/A	%systemroot%\system32\vssvc.exe	-
0x17f0be70660	547	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vsock	vSockets Virtual Machine Communication Interface Sockets driver	\Driver\vsock	\SystemRoot\system32\DRIVERS\vsock.sys	-
0x17f0be76f40	546	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vsmraid	vsmraid	N/A	System32\drivers\vsmraid.sys	-
0x17f0be77210	545	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	vsepflt	vsepflt	\FileSystem\vsepflt	system32\DRIVERS\vsepflt.sys	-
0x17f0be76e50	544	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vpci	Microsoft Hyper-V Virtual PCI Bus	N/A	\SystemRoot\System32\drivers\vpci.sys	-
0x17f0be77a80	543	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volume	Volume driver	\Driver\volume	System32\drivers\volume.sys	-
0x17f0be774e0	542	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volsnap	Volume Shadow Copy driver	\Driver\volsnap	System32\drivers\volsnap.sys	-
0x17f0be76d60	541	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volmgrx	Dynamic Volume Manager	\Driver\volmgrx	System32\drivers\volmgrx.sys	-
0x17f0be749c0	540	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volmgr	Volume Manager Driver	\Driver\volmgr	System32\drivers\volmgr.sys	-
0x17f0be746f0	539	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vnvdimm	Microsoft virtual NVDIMM device driver	N/A	\SystemRoot\System32\drivers\vnvdimm.sys	-
0x17f0be748d0	538	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vnetWFP	vnetWFP	\Driver\vnetWFP	\SystemRoot\system32\DRIVERS\vnetWFP.sys	-
0x17f0be74600	537	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vmxnet3ndis6	vmxnet3 NDIS 6 Ethernet Adapter Driver	\Driver\vmxnet3ndis6	\SystemRoot\System32\drivers\vmxnet3.sys	-
0x17f0be5ce40	389	544	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	Schedule	Task Scheduler	C:\WINDOWS\system32\svchost.exe -k netsvcs -p	%systemroot%\system32\svchost.exe -k netsvcs -p	%systemroot%\system32\schedsvc.dll
0x17f0be5ce50	388	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	scfilter	Smart card PnP Class Filter Driver	N/A	System32\DRIVERS\scfilter.sys	-
0x17f0be61e70	387	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	ScDeviceEnum	Smart Card Device Enumeration Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted	-
0x17f0be5c9d0	386	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	SCardSvr	Smart Card	N/A	%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation	%SystemRoot%\System32\SCardSvr.dll
0x17f0be5c850	385	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	sbp2port	SBP-2 Transport/Protocol Bus Driver	N/A	System32\drivers\sbp2port.sys	-
0x17f0be559c0	314	996	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	nsi	Network Store Interface Service	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%systemroot%\system32\svchost.exe -k LocalService -p	%systemroot%\system32\nsisvc.dll
0x17f0be559d0	313	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	npsvctrig	Named pipe service trigger provider	\Driver\npsvctrig	\SystemRoot\System32\drivers\npsvctrig.sys	-
0x17f0be59500	312	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	Npfs	Npfs	\FileSystem\Npfs	-	-
0x17f0be59c80	311	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	npf	NetGroup Packet Filter Driver	\Driver\npf	system32\drivers\npf.sys	-
0x17f0be6a340	460	1064	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	TimeBrokerSvc	Time Broker	C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	-
0x17f0be6a350	459	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	tiledatamodelsvc	Tile Data model server	N/A	%systemroot%\system32\svchost.exe -k appmodel -p	-
0x17f0be6be50	458	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	TieringEngineService	Storage Tiers Management	N/A	%SystemRoot%\system32\TieringEngineService.exe	-
0x17f0be4cb40	286	1056	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	NcbService	Network Connection Broker	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\ncbservice.dll
0x17f0be4cb50	285	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	NcaSvc	Network Connectivity Assistant	N/A	%SystemRoot%\System32\svchost.exe -k NetSvcs -p	%SystemRoot%\System32\ncasvc.dll
0x17f0be4c9d0	284	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	NaturalAuthentication	Natural Authentication	N/A	%SystemRoot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\NaturalAuth.dll
0x17f0be4c850	283	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	NativeWifiP	NativeWiFi Filter	N/A	system32\DRIVERS\nwifi.sys	-
0x17f0be51410	282	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mvumis	mvumis	N/A	System32\drivers\mvumis.sys	-
0x17f0be509c0	281	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	Mup	Mup	\FileSystem\Mup	System32\Drivers\mup.sys	-
0x17f0be50d80	280	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MTConfig	Microsoft Input Configuration Driver	N/A	\SystemRoot\System32\drivers\MTConfig.sys	-
0x17f0be50420	279	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MSTEE	Microsoft Streaming Tee/Sink-to-Sink Converter	N/A	\SystemRoot\System32\drivers\MSTEE.sys	-
0x17f0be50510	278	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mssmbios	Microsoft System Management BIOS Driver	\Driver\mssmbios	\SystemRoot\System32\drivers\mssmbios.sys	-
0x17f0be50600	277	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	MsSecFlt	Microsoft Security Events Component Minifilter	\Driver\MsSecFlt	system32\drivers\mssecflt.sys	-
0x17f0be51500	276	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MsRPC	MsRPC	N/A	-	-
0x17f0be50c90	275	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MSPQM	Microsoft Streaming Quality Manager Proxy	N/A	\SystemRoot\System32\drivers\MSPQM.sys	-
0x17f0be51050	274	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MSPCLOCK	Microsoft Streaming Clock Proxy	N/A	\SystemRoot\System32\drivers\MSPCLOCK.sys	-
0x17f0be50150	273	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	MsLldp	Microsoft Link-Layer Discovery Protocol	\Driver\MsLldp	system32\drivers\mslldp.sys	-
0x17f0be517d0	272	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MSKSSRV	Microsoft Streaming Service Proxy	N/A	\SystemRoot\System32\drivers\MSKSSRV.sys	-
0x17f0be51230	271	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	msiserver	Windows Installer	N/A	%systemroot%\system32\msiexec.exe /V	-
0x17f0be4bf50	270	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	MSiSCSI	Microsoft iSCSI Initiator Service	N/A	%systemroot%\system32\svchost.exe -k netsvcs -p	%systemroot%\system32\iscsiexe.dll
0x17f0be4bdd0	269	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	msisadrv	msisadrv	\Driver\msisadrv	System32\drivers\msisadrv.sys	-
0x17f0be519b0	268	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mshidumdf	Pass-through HID to UMDF Driver	N/A	\SystemRoot\System32\drivers\mshidumdf.sys	-
0x17f0be50ba0	267	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mshidkmdf	mshidkmdf	N/A	\SystemRoot\System32\drivers\mshidkmdf.sys	-
0x17f0be515f0	266	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	msgpiowin32	Common Driver for Buttons, DockMode and Laptop/Slate Indicator	N/A	\SystemRoot\System32\drivers\msgpiowin32.sys	-
0x17f0be506f0	265	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	Msfs	Msfs	\FileSystem\Msfs	-	-
0x17f0be331c0	48	876	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	BrokerInfrastructure	Background Tasks Infrastructure Service	C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\System32\bisrv.dll
0x17f0be331d0	47	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	bowser	Browser Support Driver	\FileSystem\bowser	system32\DRIVERS\bowser.sys	-
0x17f0be347e0	46	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	BITS	Background Intelligent Transfer Service	N/A	%SystemRoot%\System32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\qmgr.dll
0x17f0be5c6c0	381	1004	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	RpcSs	Remote Procedure Call (RPC)	-	%SystemRoot%\system32\svchost.exe -k rpcss -p	%SystemRoot%\system32\rpcss.dll
0x17f0be5c6d0	380	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	RpcLocator	Remote Procedure Call (RPC) Locator	N/A	%SystemRoot%\system32\locator.exe	-
0x17f0be5c550	379	1004	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	RpcEptMapper	RPC Endpoint Mapper	-	%SystemRoot%\system32\svchost.exe -k RPCSS -p	%SystemRoot%\System32\RpcEpMap.dll
0x17f0be5ccd0	378	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	RmSvc	Radio Management Service	N/A	%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted	%SystemRoot%\System32\RMapi.dll
0x17f0be5cb50	377	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	rhproxy	Resource Hub proxy driver	N/A	\SystemRoot\System32\drivers\rhproxy.sys	-
0x17f0be62c80	376	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	RetailDemo	Retail Demo Service	N/A	%SystemRoot%\System32\svchost.exe -k rdxgroup	-
0x17f0be5bc50	375	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	RemoteRegistry	Remote Registry	N/A	%SystemRoot%\system32\svchost.exe -k localService -p	%SystemRoot%\system32\regsvc.dll
0x17f0be5b950	374	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	RemoteAccess	Routing and Remote Access	N/A	%SystemRoot%\System32\svchost.exe -k netsvcs	-
0x17f0be5c3d0	373	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	ReFSv1	ReFSv1	N/A	-	-
0x17f0be61f60	372	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	ReFS	ReFS	N/A	-	-
0x17f0be62140	371	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	rdyboost	ReadyBoost	\Driver\rdyboost	System32\drivers\rdyboost.sys	-
0x17f0be61150	370	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	RdpVideoMiniport	Remote Desktop Video Miniport Driver	\Driver\RdpVideoMiniport	System32\drivers\rdpvideominiport.sys	-
0x17f0be62320	369	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	RDPDR	Remote Desktop Device Redirector Driver	\Driver\RDPDR	System32\drivers\rdpdr.sys	-
0x17f0be616f0	368	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	rdpbus	Remote Desktop Device Redirector Bus Driver	\Driver\rdpbus	\SystemRoot\System32\drivers\rdpbus.sys	-
0x17f0be61c90	367	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	rdbss	Redirected Buffering Sub System	\FileSystem\rdbss	system32\DRIVERS\rdbss.sys	-
0x17f0be627d0	366	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	RasSstp	WAN Miniport (SSTP)	\Driver\RasSstp	\SystemRoot\System32\drivers\rassstp.sys	-
0x17f0be59e60	365	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	RasPppoe	Remote Access PPPOE Driver	\Driver\RasPppoe	\SystemRoot\System32\drivers\raspppoe.sys	-
0x17f0be6b6c0	448	876	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	SystemEventsBroker	System Events Broker	C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\system32\svchost.exe -k DcomLaunch -p	-
0x17f0be6b6d0	447	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	SysmonDrv	SysmonDrv	\Driver\SysmonDrv	SysmonDrv.sys	-
0x17f0be40340	218	876	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	LSM	Local Session Manager	C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\System32\lsm.dll
0x17f0be40350	217	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	LSI_SSS	LSI_SSS	N/A	System32\drivers\lsi_sss.sys	-
0x17f0be4a410	216	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	LSI_SAS3i	LSI_SAS3i	N/A	System32\drivers\lsi_sas3i.sys	-
0x17f0be49f60	215	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	LSI_SAS2i	LSI_SAS2i	N/A	System32\drivers\lsi_sas2i.sys	-
0x17f0be45e60	214	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	LSI_SAS	LSI_SAS	\Driver\LSI_SAS	System32\drivers\lsi_sas.sys	-
0x17f0be5ccc0	379	1004	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	RpcEptMapper	RPC Endpoint Mapper	-	%SystemRoot%\system32\svchost.exe -k RPCSS -p	%SystemRoot%\System32\RpcEpMap.dll
0x17f0be5ccd0	378	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	RmSvc	Radio Management Service	N/A	%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted	%SystemRoot%\System32\RMapi.dll
0x17f0be5cb50	377	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	rhproxy	Resource Hub proxy driver	N/A	\SystemRoot\System32\drivers\rhproxy.sys	-
0x17f0be62c80	376	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	RetailDemo	Retail Demo Service	N/A	%SystemRoot%\System32\svchost.exe -k rdxgroup	-
0x17f0be5bc50	375	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	RemoteRegistry	Remote Registry	N/A	%SystemRoot%\system32\svchost.exe -k localService -p	%SystemRoot%\system32\regsvc.dll
0x17f0be5b950	374	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	RemoteAccess	Routing and Remote Access	N/A	%SystemRoot%\System32\svchost.exe -k netsvcs	-
0x17f0be5c3d0	373	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	ReFSv1	ReFSv1	N/A	-	-
0x17f0be61f60	372	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	ReFS	ReFS	N/A	-	-
0x17f0be62140	371	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	rdyboost	ReadyBoost	\Driver\rdyboost	System32\drivers\rdyboost.sys	-
0x17f0be61150	370	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	RdpVideoMiniport	Remote Desktop Video Miniport Driver	\Driver\RdpVideoMiniport	System32\drivers\rdpvideominiport.sys	-
0x17f0be62320	369	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	RDPDR	Remote Desktop Device Redirector Driver	\Driver\RDPDR	System32\drivers\rdpdr.sys	-
0x17f0be616f0	368	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	rdpbus	Remote Desktop Device Redirector Bus Driver	\Driver\rdpbus	\SystemRoot\System32\drivers\rdpbus.sys	-
0x17f0be61c90	367	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	rdbss	Redirected Buffering Sub System	\FileSystem\rdbss	system32\DRIVERS\rdbss.sys	-
0x17f0be627d0	366	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	RasSstp	WAN Miniport (SSTP)	\Driver\RasSstp	\SystemRoot\System32\drivers\rassstp.sys	-
0x17f0be59e60	365	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	RasPppoe	Remote Access PPPOE Driver	\Driver\RasPppoe	\SystemRoot\System32\drivers\raspppoe.sys	-
